student_id,university,gender,graduation_year,target_role,cgpa,attendance_percent,internship_count,project_count,certification_count,hackathon_count,programming_language,curriculum_programming_score,industry_programming_required,programming_gap,curriculum_dsa_score,industry_dsa_required,dsa_gap,curriculum_dbms_score,industry_dbms_required,dbms_gap,curriculum_web_development_score,industry_web_development_required,web_development_gap,curriculum_cloud_score,industry_cloud_required,cloud_gap,curriculum_ai_ml_score,industry_ai_ml_required,ai_ml_gap,curriculum_cybersecurity_score,industry_cybersecurity_required,cybersecurity_gap,curriculum_devops_score,industry_devops_required,devops_gap,curriculum_communication_score,industry_communication_required,communication_gap,curriculum_problem_solving_score,industry_problem_solving_required,problem_solving_gap,overall_skill_alignment,average_skill_gap,employability_score,skill_gap_category,placement_status,event_timestamp
STU1150,GITAM University,Male,2027,Data Analyst,7.09,64.5,3,2,1.0,3,C++,76.5,72,0.0,92.3,65,0.0,58.9,78,19.1,67.0,62,0.0,71.4,55,0.0,83.9,78,0.0,78.0,35,0.0,98.0,40,0.0,76.6,75,0.0,74.4,72,0.0,98.09,1.91,92.45,Low Gap,Placed,2025-03-21 00:00:00
STU1151,Vignan University,Female,2025,Cloud Engineer,7.05,74.8,1,4,1.0,0,Java,85.2,70,0.0,90.5,68,0.0,78.7,62,0.0,75.9,55,0.0,62.5,88,25.5,86.6,58,0.0,59.4,45,0.0,54.4,82,27.6,88.7,70,0.0,91.2,76,0.0,94.69,5.31,80.3,Low Gap,Placed,2025-05-23 00:00:00
STU1152,SRM University,Female,2025,Full Stack Developer,7.92,95.9,2,2,0.0,0,Java,78.7,82,3.3,84.3,76,0.0,64.2,70,5.8,98.0,88,0.0,69.0,62,0.0,86.3,50,0.0,77.5,42,0.0,87.6,58,0.0,58.6,74,15.4,69.0,80,11.0,96.45,3.55,80.6,Low Gap,Placed,2025-08-23 00:00:00
STU1153,SRM University,Male,2027,Data Scientist,7.76,82.3,2,4,1.0,0,Java,93.9,78,0.0,93.8,75,0.0,79.8,72,0.0,98.0,55,0.0,92.1,52,0.0,95.3,88,0.0,79.7,40,0.0,87.0,45,0.0,70.9,75,4.1,93.5,82,0.0,99.59,0.41,90.84,Low Gap,Placed,2025-02-19 00:00:00
STU1154,SRM University,Male,2025,DevOps Engineer,8.39,85.8,0,2,1.0,2,Java,97.0,72,0.0,78.0,70,0.0,84.5,58,0.0,76.2,50,0.0,71.3,82,10.7,69.0,52,0.0,63.0,48,0.0,54.5,88,33.5,76.0,72,0.0,98.0,80,0.0,95.58,4.42,74.53,Low Gap,Placed,2026-07-11 00:00:00
STU1155,GITAM University,Male,2027,Data Scientist,8.98,72.5,2,4,2.0,0,Java,94.5,78,0.0,90.1,75,0.0,90.8,72,0.0,87.2,55,0.0,82.3,52,0.0,67.6,88,20.4,84.7,40,0.0,85.2,45,0.0,86.0,75,0.0,96.3,82,0.0,97.96,2.04,91.02,Low Gap,Placed,2025-01-25 00:00:00
STU1156,Vignan University,Male,2026,Software Developer,6.11,77.6,3,4,0.0,2,Java,71.9,80,8.1,70.3,78,7.7,98.0,72,0.0,83.6,68,0.0,65.8,60,0.0,67.3,55,0.0,70.1,45,0.0,54.1,50,0.0,67.7,72,4.3,61.0,78,17.0,96.29,3.71,90.62,Low Gap,Placed,2026-01-29 00:00:00
STU1157,Andhra University,Female,2026,Software Developer,6.38,90.6,1,3,2.0,0,C#,70.2,80,9.8,77.3,78,0.7,82.1,72,0.0,68.4,68,0.0,67.1,60,0.0,82.2,55,0.0,76.6,45,0.0,70.3,50,0.0,,72,9.4,63.8,78,14.2,96.58,3.42,79.08,Low Gap,Placed,2026-07-08 00:00:00
STU1158,Vignan University,Male,2027,Cloud Engineer,7.27,70.8,0,4,1.0,2,Java,67.4,70,2.6,62.5,68,5.5,76.8,62,0.0,59.6,55,0.0,65.9,88,22.1,88.8,58,0.0,91.5,45,0.0,63.3,82,18.7,48.7,70,21.3,60.7,76,15.3,91.45,8.55,74.21,Low Gap,Not Placed,2026-01-19 00:00:00
STU1159,Andhra University,Female,2025,Software Developer,6.25,72.9,2,3,1.0,1,Java,74.1,80,5.9,65.8,78,12.2,78.6,72,0.0,66.7,68,1.3,80.6,60,0.0,69.0,55,0.0,74.3,45,0.0,62.2,50,0.0,54.2,72,17.8,67.6,78,10.4,95.23,4.77,82.65,Low Gap,Placed,2026-02-01 00:00:00
STU1160,KL University,Male,2025,Data Analyst,8.05,85.5,0,1,,2,C#,76.1,72,0.0,84.0,65,0.0,70.2,78,7.8,75.9,62,0.0,66.3,55,0.0,50.2,78,27.8,65.2,35,0.0,56.0,40,0.0,75.8,75,0.0,84.7,72,0.0,96.44,3.56,69.53,Low Gap,Placed,2026-06-10 00:00:00
STU1161,Andhra University,Female,2026,DevOps Engineer,7.25,71.0,1,2,1.0,3,C#,89.1,72,0.0,95.5,70,0.0,73.3,58,0.0,69.2,50,0.0,64.9,82,17.1,79.0,52,0.0,95.4,48,0.0,90.6,88,0.0,60.4,72,11.6,92.0,80,0.0,97.13,2.87,82.99,Low Gap,Placed,2025-10-18 00:00:00
STU1162,SRM University,Female,2026,Full Stack Developer,,100.0,1,3,1.0,3,C++,75.7,82,6.3,85.7,76,0.0,72.3,70,0.0,64.2,88,23.8,88.2,62,0.0,98.0,50,0.0,80.2,42,0.0,80.7,58,0.0,88.2,74,0.0,97.3,80,0.0,96.99,3.01,85.56,Low Gap,Not Placed,2025-06-28 00:00:00
STU1163,JNTU Kakinada,Male,2025,Data Scientist,8.91,73.0,0,5,2.0,0,C++,72.5,78,5.5,72.8,75,2.2,64.9,72,7.1,75.5,55,0.0,82.3,52,0.0,79.1,88,8.9,76.6,40,0.0,83.7,45,0.0,89.8,75,0.0,73.4,82,8.6,96.78,3.22,79.67,Low Gap,Placed,2026-06-10 00:00:00
STU1164,Vignan University,Male,2025,Data Analyst,9.22,71.6,0,2,1.0,1,C++,83.0,72,0.0,75.6,65,0.0,76.8,78,1.2,98.0,62,0.0,78.0,55,0.0,53.8,78,24.2,77.8,35,0.0,77.2,40,0.0,84.7,75,0.0,74.8,72,0.0,97.46,2.54,74.25,Low Gap,Not Placed,2025-10-09 00:00:00
STU1165,Andhra University,Female,2026,Full Stack Developer,7.04,69.4,2,4,3.0,0,Java,74.2,82,7.8,67.6,76,8.4,98.0,70,0.0,92.2,88,0.0,72.8,62,0.0,78.9,50,0.0,71.4,42,0.0,82.6,58,0.0,55.7,74,18.3,56.4,80,23.6,94.2,5.8,87.38,Low Gap,Placed,2026-05-07 00:00:00
STU1166,Vignan University,Female,2026,Data Analyst,7.93,90.8,3,5,1.0,1,Python,98.0,72,0.0,69.4,65,0.0,87.7,78,0.0,87.6,62,0.0,84.5,55,0.0,88.4,78,0.0,84.9,35,0.0,77.5,40,0.0,84.3,75,0.0,86.2,72,0.0,100.0,0.0,98.45,Low Gap,Placed,2026-03-21 00:00:00
STU1167,Vignan University,Female,2025,Full Stack Developer,7.05,78.5,1,5,0.0,0,Java,91.8,82,0.0,88.4,76,0.0,86.0,70,0.0,74.5,88,13.5,,62,0.0,44.4,50,5.6,77.7,42,0.0,98.0,58,0.0,57.2,74,16.8,84.1,80,0.0,96.41,3.59,81.85,Low Gap,Placed,2025-07-04 00:00:00
STU1168,Vignan University,Male,2025,Data Analyst,7.81,76.2,1,4,1.0,1,Python,81.5,72,0.0,75.2,65,0.0,81.4,78,0.0,91.8,62,0.0,65.6,55,0.0,69.7,78,8.3,86.9,35,0.0,81.3,40,0.0,78.0,75,0.0,70.1,72,1.9,98.98,1.02,83.99,Low Gap,Placed,2026-07-23 00:00:00
STU1169,SRM University,Female,2027,Data Analyst,6.32,84.7,2,2,0.0,1,Python,68.4,72,3.6,80.4,65,0.0,70.1,78,7.9,44.4,62,17.6,84.8,55,0.0,51.5,78,26.5,72.6,35,0.0,79.0,40,0.0,78.0,75,0.0,74.3,72,0.0,94.44,5.56,79.1,Low Gap,Placed,2026-05-24 00:00:00
STU1170,KL University,Female,2025,Data Scientist,7.82,80.3,1,2,0.0,1,C#,78.1,78,0.0,64.8,75,10.2,73.1,72,0.0,57.5,55,0.0,83.7,52,0.0,53.2,88,34.8,75.2,40,0.0,66.4,45,0.0,77.8,75,0.0,69.4,82,12.6,94.23,5.77,73.88,Low Gap,Placed,2026-01-14 00:00:00
STU1171,Andhra University,Male,2026,Data Analyst,7.29,86.6,1,3,1.0,1,JavaScript,85.4,72,0.0,79.0,65,0.0,90.7,78,0.0,98.0,62,0.0,79.5,55,0.0,57.8,78,20.2,80.8,35,0.0,78.7,40,0.0,58.5,75,16.5,84.7,72,0.0,96.33,3.67,81.14,Low Gap,Placed,2025-01-26 00:00:00
STU1172,KL University,Male,2027,Software Developer,6.77,78.6,0,4,2.0,1,C++,56.6,80,23.4,64.8,78,13.2,87.1,72,0.0,61.8,68,6.2,79.5,60,0.0,56.7,55,0.0,67.6,45,0.0,91.3,50,0.0,51.6,72,20.4,68.2,78,9.8,92.69,7.31,74.76,Low Gap,Placed,2026-06-26 00:00:00
STU1173,SRM University,Female,2026,Data Analyst,6.01,74.0,1,2,1.0,2,Python,65.4,72,6.6,70.0,65,0.0,76.8,78,1.2,63.2,62,0.0,63.8,55,0.0,74.7,78,3.3,51.5,35,0.0,66.1,40,0.0,61.8,75,13.2,71.0,72,1.0,97.48,2.52,77.3,Low Gap,Not Placed,2025-12-18 00:00:00
STU1174,GITAM University,Male,2026,DevOps Engineer,7.49,64.4,1,3,1.0,1,Python,74.4,72,0.0,53.1,70,16.9,69.7,58,0.0,71.9,50,0.0,65.7,82,16.3,57.1,52,0.0,72.7,48,0.0,62.5,88,25.5,75.7,72,0.0,73.5,80,6.5,93.48,6.52,76.35,Low Gap,Placed,2026-02-01 00:00:00
STU1175,JNTU Kakinada,Female,2026,DevOps Engineer,7.53,82.4,3,1,1.0,1,Java,79.5,72,0.0,64.1,70,5.9,79.3,58,0.0,89.0,50,0.0,57.9,82,24.1,91.1,52,0.0,82.1,48,0.0,79.4,88,8.6,77.0,72,0.0,64.6,80,15.4,94.61,5.39,85.5,Low Gap,Placed,2026-03-05 00:00:00
STU1176,SRM University,Male,2026,Full Stack Developer,7.2,78.3,1,2,1.0,1,JavaScript,60.5,82,21.5,56.4,76,19.6,79.2,70,0.0,93.8,88,0.0,81.3,62,0.0,67.5,50,0.0,63.3,42,0.0,83.6,58,0.0,91.4,74,0.0,72.6,80,7.4,95.15,4.85,77.3,Low Gap,Placed,2026-02-24 00:00:00
STU1177,GITAM University,Male,2025,Software Developer,9.0,81.4,0,4,3.0,0,Java,78.3,80,1.7,82.0,78,0.0,83.2,72,0.0,69.4,68,0.0,83.9,60,0.0,74.1,55,0.0,47.3,45,0.0,72.9,50,0.0,83.7,72,0.0,74.7,78,3.3,99.5,0.5,79.76,Low Gap,Placed,2025-03-04 00:00:00
STU1178,SRM University,Male,2025,Data Analyst,6.61,85.4,0,3,0.0,2,JavaScript,33.4,72,38.6,45.6,65,19.4,64.9,78,13.1,77.6,62,0.0,63.2,55,0.0,85.2,78,0.0,69.9,35,0.0,58.8,40,0.0,51.7,75,23.3,20.8,72,51.2,85.44,14.56,64.59,Moderate Gap,Not Placed,2026-05-26 00:00:00
STU1179,SRM University,Female,2025,Software Developer,8.45,84.0,1,1,2.0,2,C++,72.3,80,7.7,81.7,78,0.0,79.3,72,0.0,77.1,68,0.0,87.1,60,0.0,74.3,55,0.0,72.5,45,0.0,73.4,50,0.0,84.9,72,0.0,68.5,78,9.5,98.28,1.72,80.36,Low Gap,Placed,2026-08-01 00:00:00
STU1180,Vignan University,Female,2027,Cloud Engineer,6.12,83.4,1,2,0.0,1,Java,67.3,70,2.7,70.7,68,0.0,60.6,62,1.4,61.6,55,0.0,72.6,88,15.4,77.5,58,0.0,65.5,45,0.0,69.1,82,12.9,56.9,70,13.1,59.0,76,17.0,93.76,6.24,72.52,Low Gap,Not Placed,2026-03-20 00:00:00
STU1181,Andhra University,Male,2027,Software Developer,6.62,88.9,2,3,,3,C#,57.1,80,22.9,59.8,78,18.2,74.7,72,0.0,77.3,68,0.0,91.0,60,0.0,85.6,55,0.0,88.6,45,0.0,46.3,50,3.7,78.8,72,0.0,45.3,78,32.7,92.25,7.75,84.64,Low Gap,Placed,2025-05-03 00:00:00
STU1182,GITAM University,Female,2026,Software Developer,8.86,86.8,1,3,2.0,0,Python,64.0,80,16.0,49.6,78,28.4,91.4,72,0.0,86.1,68,0.0,82.3,60,0.0,98.0,55,0.0,85.2,45,0.0,89.2,50,0.0,67.4,72,4.6,52.7,78,25.3,92.57,7.43,78.63,Low Gap,Not Placed,2025-09-03 00:00:00
STU1183,SRM University,Male,2026,Data Analyst,7.47,79.8,2,2,2.0,0,C++,69.2,72,2.8,63.1,65,1.9,77.3,78,0.7,82.7,62,0.0,74.8,55,0.0,74.2,78,3.8,90.0,35,0.0,49.8,40,0.0,62.1,75,12.9,75.9,72,0.0,97.8,2.2,82.59,Low Gap,Placed,2025-03-08 00:00:00
STU1184,SRM University,Male,2025,DevOps Engineer,7.52,74.0,1,3,2.0,1,C#,62.1,72,9.9,52.3,70,17.7,87.9,58,0.0,92.6,50,0.0,64.6,82,17.4,77.1,52,0.0,79.2,48,0.0,83.7,88,4.3,88.4,72,0.0,58.4,80,21.6,92.92,7.08,79.71,Low Gap,Placed,2025-01-28 00:00:00
STU1185,SRM University,Female,2027,Full Stack Developer,6.81,84.1,0,3,2.0,1,JavaScript,71.9,82,10.1,65.3,76,10.7,62.9,70,7.1,63.4,88,24.6,63.7,62,0.0,77.8,50,0.0,75.8,42,0.0,45.3,58,12.7,60.6,74,13.4,71.6,80,8.4,91.3,8.7,71.34,Low Gap,Placed,2025-01-02 00:00:00
STU1186,SRM University,Female,2025,Software Developer,7.94,83.3,1,1,2.0,1,Java,63.1,80,16.9,67.4,78,10.6,88.6,72,0.0,49.3,68,18.7,95.9,60,0.0,81.7,55,0.0,74.6,45,0.0,62.7,50,0.0,63.9,72,8.1,69.9,78,8.1,93.76,6.24,75.21,Low Gap,Placed,2025-10-15 00:00:00
STU1187,Andhra University,Male,2027,Cloud Engineer,5.9,81.9,1,5,0.0,0,Java,69.9,70,0.1,58.4,68,9.6,78.1,62,0.0,70.8,55,0.0,88.0,88,0.0,46.6,58,11.4,66.0,45,0.0,78.9,82,3.1,35.7,70,34.3,60.8,76,15.2,92.62,7.38,76.27,Low Gap,Placed,2026-03-15 00:00:00
STU1188,GITAM University,Male,2026,Data Analyst,7.64,69.2,2,1,2.0,1,Java,73.3,72,0.0,71.9,65,0.0,64.0,78,14.0,63.1,62,0.0,91.2,55,0.0,73.4,78,4.6,71.5,35,0.0,65.5,40,0.0,80.1,75,0.0,64.9,72,7.1,97.43,2.57,81.91,Low Gap,Placed,2026-03-23 00:00:00
STU1189,KL University,Female,2027,Cloud Engineer,8.18,75.1,1,2,1.0,2,C#,70.8,70,0.0,63.1,68,4.9,50.3,62,11.7,83.1,55,0.0,83.8,88,4.2,65.2,58,0.0,46.7,45,0.0,83.5,82,0.0,53.8,70,16.2,68.1,76,7.9,95.51,4.49,76.53,Low Gap,Placed,2025-11-15 00:00:00
STU1190,Andhra University,Female,2027,Software Developer,8.18,81.4,1,4,0.0,0,Python,79.2,80,0.8,70.1,78,7.9,66.0,72,6.0,79.0,68,0.0,58.6,60,1.4,77.5,55,0.0,65.6,45,0.0,71.1,50,0.0,59.7,72,12.3,82.5,78,0.0,97.16,2.84,78.0,Low Gap,Placed,2025-09-21 00:00:00
STU1191,Vignan University,Female,2026,Data Scientist,8.23,81.8,1,5,0.0,1,JavaScript,92.0,78,0.0,86.4,75,0.0,78.5,72,0.0,75.8,55,0.0,91.7,52,0.0,79.8,88,8.2,73.3,40,0.0,77.0,45,0.0,72.1,75,2.9,96.7,82,0.0,98.9,1.1,85.71,Low Gap,Placed,2026-04-05 00:00:00
STU1192,KL University,Female,2025,Software Developer,7.82,73.7,0,4,1.0,1,C#,83.1,80,0.0,73.9,78,4.1,90.0,72,0.0,77.7,68,0.0,68.2,60,0.0,88.7,55,0.0,71.2,45,0.0,56.1,50,0.0,89.7,72,0.0,65.4,78,12.6,98.32,1.68,78.17,Low Gap,Placed,2026-02-02 00:00:00
STU1193,JNTU Kakinada,Male,2026,Data Scientist,6.42,81.5,0,1,1.0,0,JavaScript,46.8,78,31.2,43.9,75,31.1,36.7,72,35.3,37.3,55,17.7,57.5,52,0.0,98.0,88,0.0,53.3,40,0.0,68.3,45,0.0,62.1,75,12.9,36.6,82,45.4,82.64,17.36,56.91,Moderate Gap,Placed,2025-02-04 00:00:00
STU1194,GITAM University,Male,2027,Data Analyst,,84.7,1,3,0.0,1,C++,66.4,72,5.6,57.9,65,7.1,52.9,78,25.1,47.9,62,14.1,73.5,55,0.0,80.6,78,0.0,70.3,35,0.0,76.5,40,0.0,69.8,75,5.2,69.3,72,2.7,94.03,5.97,74.77,Low Gap,Placed,2025-02-28 00:00:00
STU1195,JNTU Kakinada,Male,2025,Full Stack Developer,7.83,100.0,1,1,0.0,1,C++,63.0,82,19.0,86.0,76,0.0,91.9,70,0.0,71.8,88,16.2,87.1,62,0.0,98.0,50,0.0,62.6,42,0.0,78.9,58,0.0,75.8,74,0.0,79.1,80,0.9,96.39,3.61,75.7,Low Gap,Placed,2025-04-15 00:00:00
STU1196,GITAM University,Female,2026,Data Analyst,6.65,87.3,1,4,1.0,1,C#,55.8,72,16.2,62.1,65,2.9,95.5,78,0.0,67.2,62,0.0,63.9,55,0.0,67.5,78,10.5,70.2,35,0.0,98.0,40,0.0,59.1,75,15.9,60.1,72,11.9,94.25,5.75,79.39,Low Gap,Not Placed,2026-05-25 00:00:00
STU1197,KL University,Female,2026,DevOps Engineer,7.48,90.7,1,2,1.0,0,C#,79.8,72,0.0,89.0,70,0.0,54.6,58,3.4,66.8,50,0.0,68.9,82,13.1,80.3,52,0.0,56.5,48,0.0,81.7,88,6.3,73.3,72,0.0,75.8,80,4.2,97.31,2.69,76.09,Low Gap,Placed,2026-07-08 00:00:00
STU1198,KL University,Male,2026,DevOps Engineer,7.45,91.4,2,4,0.0,0,C#,76.2,72,0.0,83.1,70,0.0,87.2,58,0.0,74.5,50,0.0,96.6,82,0.0,75.3,52,0.0,84.5,48,0.0,80.2,88,7.8,92.2,72,0.0,79.4,80,0.6,99.16,0.84,87.5,Low Gap,Placed,2025-04-01 00:00:00
STU1199,Andhra University,Male,2026,Cloud Engineer,7.25,90.0,1,3,1.0,1,JavaScript,57.2,70,12.8,25.6,68,42.4,71.1,62,0.0,81.7,55,0.0,62.4,88,25.6,90.3,58,0.0,56.3,45,0.0,70.1,82,11.9,65.4,70,4.6,60.4,76,15.6,88.7,11.3,73.13,Moderate Gap,Placed,2026-02-02 00:00:00
STU1200,JNTU Kakinada,Male,2027,Data Analyst,7.82,78.8,0,3,1.0,2,C#,58.5,72,13.5,59.3,65,5.7,61.7,78,16.3,74.7,62,0.0,56.5,55,0.0,,78,7.4,70.3,35,0.0,65.4,40,0.0,63.2,75,11.8,55.1,72,16.9,92.83,7.17,71.33,Low Gap,Not Placed,2025-05-02 00:00:00
STU1201,JNTU Kakinada,Female,2025,DevOps Engineer,6.81,72.9,2,3,0.0,1,C#,59.7,72,12.3,42.9,70,27.1,68.1,58,0.0,73.7,50,0.0,85.0,82,0.0,57.8,52,0.0,67.3,48,0.0,66.0,88,22.0,77.5,72,0.0,51.2,80,28.8,90.97,9.03,77.91,Low Gap,Placed,2025-04-20 00:00:00
STU1202,KL University,Male,2026,DevOps Engineer,6.12,81.5,2,3,0.0,0,C++,74.2,72,0.0,65.7,70,4.3,50.2,58,7.8,79.1,50,0.0,71.8,82,10.2,75.4,52,0.0,74.4,48,0.0,71.7,88,16.3,71.7,72,0.3,82.4,80,0.0,96.1,3.9,80.74,Low Gap,Placed,2025-07-21 00:00:00
STU1203,KL University,Male,2027,Cloud Engineer,7.14,96.2,2,3,1.0,1,JavaScript,71.9,70,0.0,71.7,68,0.0,77.9,62,0.0,63.3,55,0.0,81.8,88,6.2,69.0,58,0.0,91.9,45,0.0,72.1,82,9.9,81.8,70,0.0,72.0,76,4.0,97.98,2.02,85.7,Low Gap,Placed,2026-06-28 00:00:00
STU1204,Andhra University,Female,2026,Cloud Engineer,8.3,74.4,0,4,1.0,0,C++,67.9,70,2.1,61.5,68,6.5,65.8,62,0.0,90.2,55,0.0,68.7,88,19.3,60.7,58,0.0,64.9,45,0.0,70.7,82,11.3,98.0,70,0.0,71.5,76,4.5,95.63,4.37,74.13,Low Gap,Placed,2025-02-13 00:00:00
STU1205,JNTU Kakinada,Female,2025,Software Developer,7.83,72.1,1,4,2.0,2,C++,98.0,80,0.0,98.0,78,0.0,76.3,72,0.0,80.4,68,0.0,68.3,60,0.0,72.4,55,0.0,93.7,45,0.0,79.2,50,0.0,74.9,72,0.0,96.6,78,0.0,100.0,0.0,89.13,Low Gap,Placed,2025-12-16 00:00:00
STU1206,GITAM University,Male,2027,DevOps Engineer,7.65,73.4,1,3,1.0,2,JavaScript,98.0,72,0.0,87.4,70,0.0,47.0,58,11.0,96.2,50,0.0,85.3,82,0.0,,52,0.0,53.2,48,0.0,58.0,88,30.0,74.0,72,0.0,78.3,80,1.7,95.73,4.27,81.05,Low Gap,Placed,2025-08-21 00:00:00
STU1207,JNTU Kakinada,Male,2026,Full Stack Developer,7.91,85.9,1,3,0.0,0,Python,67.5,82,14.5,52.1,76,23.9,56.5,70,13.5,61.1,88,26.9,83.6,62,0.0,94.1,50,0.0,76.4,42,0.0,67.3,58,0.0,69.0,74,5.0,49.5,80,30.5,88.58,11.42,71.17,Moderate Gap,Placed,2026-03-19 00:00:00
STU1208,KL University,Male,2025,Data Analyst,7.57,75.9,0,2,1.0,0,Python,52.4,72,19.6,60.4,65,4.6,72.3,78,5.7,64.2,62,0.0,64.8,55,0.0,81.5,78,0.0,73.6,35,0.0,86.2,40,0.0,61.2,75,13.8,56.3,72,15.7,94.05,5.95,68.01,Low Gap,Placed,2025-07-17 00:00:00
STU1209,KL University,Male,2026,Data Analyst,7.76,97.1,1,2,1.0,2,C#,65.6,72,6.4,54.1,65,10.9,54.2,78,23.8,80.0,62,0.0,72.6,55,0.0,83.2,78,0.0,67.3,35,0.0,81.0,40,0.0,83.3,75,0.0,68.4,72,3.6,95.53,4.47,77.78,Low Gap,Placed,2025-12-08 00:00:00
STU1210,KL University,Female,2027,DevOps Engineer,6.22,65.0,1,2,0.0,1,C#,71.2,72,0.8,74.8,70,0.0,44.9,58,13.1,50.5,50,0.0,52.0,82,30.0,56.0,52,0.0,63.1,48,0.0,64.4,88,23.6,84.2,72,0.0,68.5,80,11.5,92.1,7.9,70.84,Low Gap,Placed,2025-03-25 00:00:00
STU1211,KL University,Female,2027,DevOps Engineer,6.83,79.2,3,2,2.0,0,JavaScript,74.4,72,0.0,72.3,70,0.0,74.4,58,0.0,86.4,50,0.0,77.9,82,4.1,74.7,52,0.0,65.3,48,0.0,78.6,88,9.4,,72,0.0,69.5,80,10.5,97.6,2.4,88.84,Low Gap,Placed,2025-06-27 00:00:00
STU1212,GITAM University,Male,2026,Full Stack Developer,7.85,81.2,1,2,2.0,0,C#,98.0,82,0.0,98.0,76,0.0,73.1,70,0.0,59.5,88,28.5,83.4,62,0.0,86.9,50,0.0,69.5,42,0.0,74.6,58,0.0,91.5,74,0.0,98.0,80,0.0,97.15,2.85,80.7,Low Gap,Placed,2026-03-11 00:00:00
STU1213,JNTU Kakinada,Male,2027,Cloud Engineer,6.99,77.9,3,4,1.0,2,C++,84.1,70,0.0,85.6,68,0.0,94.3,62,0.0,82.5,55,0.0,69.5,88,18.5,84.1,58,0.0,71.8,45,0.0,57.0,82,25.0,81.3,70,0.0,88.4,76,0.0,95.65,4.35,94.5,Low Gap,Placed,2025-01-06 00:00:00
STU1214,SRM University,Male,2025,Data Scientist,6.82,83.9,1,3,0.0,0,Java,53.1,78,24.9,43.5,75,31.5,93.1,72,0.0,77.8,55,0.0,98.0,52,0.0,53.4,88,34.6,54.3,40,0.0,59.2,45,0.0,52.3,75,22.7,52.7,82,29.3,85.69,14.31,68.69,Moderate Gap,Placed,2026-03-23 00:00:00
STU1215,GITAM University,Male,2027,DevOps Engineer,7.13,80.7,0,2,0.0,2,C++,71.8,72,0.2,69.8,70,0.2,51.3,58,6.7,68.4,50,0.0,68.0,82,14.0,50.4,52,1.6,72.3,48,0.0,61.4,88,26.6,89.4,72,0.0,69.3,80,10.7,93.99,6.01,69.45,Low Gap,Placed,2026-08-02 00:00:00
STU1216,GITAM University,Female,2026,DevOps Engineer,7.14,91.3,1,5,2.0,2,C#,93.4,72,0.0,75.0,70,0.0,57.7,58,0.3,62.6,50,0.0,56.2,82,25.8,77.0,52,0.0,86.2,48,0.0,81.4,88,6.6,67.4,72,4.6,83.3,80,0.0,96.27,3.73,86.53,Low Gap,Placed,2025-07-04 00:00:00
STU1217,GITAM University,Female,2027,Data Scientist,7.57,67.6,1,4,2.0,2,C#,95.4,78,0.0,81.8,75,0.0,65.8,72,6.2,89.5,55,0.0,88.7,52,0.0,62.4,88,25.6,70.3,40,0.0,97.0,45,0.0,53.8,75,21.2,93.2,82,0.0,94.7,5.3,85.55,Low Gap,Placed,2026-02-26 00:00:00
STU1218,GITAM University,Male,2027,Data Analyst,6.02,78.4,1,4,1.0,2,C++,62.1,72,9.9,74.5,65,0.0,64.1,78,13.9,42.1,62,19.9,56.5,55,0.0,70.7,78,7.3,66.1,35,0.0,57.7,40,0.0,59.9,75,15.1,69.3,72,2.7,93.12,6.88,78.1,Low Gap,Not Placed,2026-07-10 00:00:00
STU1219,Vignan University,Male,2026,DevOps Engineer,,73.6,0,3,1.0,0,Java,50.4,72,21.6,53.5,70,16.5,56.0,58,2.0,70.6,50,0.0,63.8,82,18.2,85.6,52,0.0,57.9,48,0.0,63.3,88,24.7,76.5,72,0.0,52.2,80,27.8,88.91,11.09,66.4,Moderate Gap,Placed,2025-12-13 00:00:00
STU1220,SRM University,Male,2027,Data Analyst,8.25,80.9,1,3,0.0,2,C#,84.3,72,0.0,85.5,65,0.0,73.7,78,4.3,67.7,62,0.0,85.0,55,0.0,79.0,78,0.0,63.2,35,0.0,85.6,40,0.0,69.8,75,5.2,69.5,72,2.5,98.8,1.2,81.36,Low Gap,Not Placed,2026-05-07 00:00:00
STU1221,SRM University,Female,2026,DevOps Engineer,7.69,75.0,1,4,0.0,0,Python,60.7,72,11.3,58.0,70,12.0,86.5,58,0.0,82.1,50,0.0,69.2,82,12.8,96.7,52,0.0,74.6,48,0.0,54.9,88,33.1,68.3,72,3.7,65.5,80,14.5,91.27,8.73,75.57,Low Gap,Placed,2025-02-08 00:00:00
STU1222,SRM University,Female,2026,Data Analyst,7.37,85.6,2,2,0.0,0,Python,67.6,72,4.4,61.0,65,4.0,90.1,78,0.0,55.0,62,7.0,70.6,55,0.0,63.8,78,14.2,76.2,35,0.0,69.1,40,0.0,57.7,75,17.3,54.9,72,17.1,93.6,6.4,76.1,Low Gap,Placed,2025-12-03 00:00:00
STU1223,Vignan University,Male,2026,Cloud Engineer,5.78,80.5,0,2,2.0,0,Java,64.1,70,5.9,76.1,68,0.0,58.0,62,4.0,42.5,55,12.5,40.2,88,47.8,65.5,58,0.0,47.1,45,0.0,53.4,82,28.6,76.5,70,0.0,61.3,76,14.7,88.65,11.35,64.44,Moderate Gap,Not Placed,2026-04-08 00:00:00
STU1224,GITAM University,Male,2026,Software Developer,8.06,79.3,1,4,1.0,1,JavaScript,73.0,80,7.0,78.7,78,0.0,77.4,72,0.0,77.8,68,0.0,70.4,60,0.0,90.1,55,0.0,69.0,45,0.0,78.3,50,0.0,69.1,72,2.9,80.6,78,0.0,99.01,0.99,83.49,Low Gap,Placed,2025-02-15 00:00:00
